기간별 박스오피스 검색 리스트(2012.2 - 2018.7),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
rank,movieNm,movieCd,profit,profitPercent,profitAcc,audiCnt,audiAcc,scrnCnt,showCnt,nation,nations,maker,provier,rating , genre,director,actor
1000,투 마더스,2013-08-22,497944000,0,497944000,71351,71351,198,3861,프랑스,프랑스,,(주)싸이더스,청소년관람불가,드라마,앤 폰테인,"나오미 왓츠,로빈 라이트,자비에르 사무엘,제임스 프레체빌,벤 멘델슨"
1001,달라스 바이어스 클럽,2014-03-06,520978362,0,533709462,69248,70801,138,3978,미국,미국,,(주)나이너스엔터테인먼트,청소년관람불가,드라마,장 마크 발레,"매튜 매커너히,제니퍼 가너,자레드 레토"
1002,세상에서 고양이가 사라진다면,2016-11-09,504349200,0,504349200,70424,70424,175,4351,일본,일본,,(주)크리픽쳐스,12세이상관람가,드라마,나가이 아키라,"사토 타케루,미야자키 아오이,오쿠다 에이지,하라다 미에코"
1003,극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,525099600,0,525099600,70350,70350,282,2415,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,야쿠와 신노스케,"채민지,김정아,최낙윤,이현주,조현정,곽규미,김현욱,김민정"
1004,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,420473500,0,420473500,69918,69918,164,3072,영국,영국,,와이드 릴리즈(주),전체관람가,애니메이션,다라 오코넬,
1005,인보카머스,2014-08-21,571543200,0,571543200,69786,69786,196,3146,미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),청소년관람불가,공포(호러),스콧 데릭슨,"에릭 바나,에드가 라미레즈,올리비아 문"
1006,언어의 정원,2013-08-14,69933042,0,470397423,16372,69664,35,894,일본,일본,,"에이원엔터테인먼트,(주)팝엔터테인먼트",12세이상관람가,애니메이션,신카이 마코토,"이리노 미유,하나자와 카나,히라노 후미"
1007,어카운턴트,2016-10-13,548544928,0,548544928,69529,69529,375,6965,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,스릴러",개빈 오코너,"벤 애플렉,안나 켄드릭,J.K. 시몬스,존 번탈"
1008,올 더 머니,2018-02-01,562389100,0,562389100,69446,69446,260,4284,미국,미국,,판씨네마(주),15세이상관람가,"범죄,드라마,미스터리,스릴러",리들리 스콧,"미쉘 윌리엄스,크리스토퍼 플러머,마크 월버그,스테이시 마틴"
1009,이퀄스,2016-08-31,519972300,0,519972300,68902,68902,357,6177,미국,미국,,씨네그루(주)키다리이엔티,15세이상관람가,"드라마,SF",드레이크 도리머스,"니콜라스 홀트,크리스틴 스튜어트"
1010,우리 선희,2013-09-12,530265400,0,530265400,68770,68770,42,3913,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)영화사 조제",청소년관람불가,드라마,홍상수,"정유미,이선균,김상중,정재영,이민우,예지원,박주희,안선영"
1011,피노키오: 당나귀 섬의 비밀,2013-04-25,430554000,0,430554000,68711,68711,283,2738,이탈리아,"이탈리아,멕시코,벨기에,프랑스,룩셈부르크",,(주)인벤트스톤,전체관람가,"애니메이션,코미디,드라마",엔조 달로,"조 권,장광,성동일"
1012,스티브 잡스,2016-01-21,533666276,0,533666276,68581,68581,384,6376,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,대니 보일,"마이클 패스벤더,케이트 윈슬렛,세스 로건"
1013,닥터,2013-06-20,495574500,0,495574500,68312,68312,163,4131,한국,한국,(주)노마드필름,(주)마인스 엔터테인먼트,청소년관람불가,스릴러,"김성홍,김유정,배현지","김창완,배소은,최형,탁대성,하은설,반민정"
1014,토니 스토리: 깡통제국의 비밀,2013-07-18,422490500,0,422490500,67663,67663,257,2854,독일,독일,,(주)영화사 빅,전체관람가,애니메이션,토마스 보덴스타인,정준하
1015,아이엠스타 뮤직어워드,2016-09-14,455696500,0,455696500,67027,67027,358,3019,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,와타다 신야,"김새해,김영은,정유미,정혜원,소연"
1016,우리도 사랑일까,2012-09-27,532573919,0,532573919,66967,66967,24,1739,캐나다,캐나다,,(주)티캐스트,청소년관람불가,"멜로/로맨스,코미디",사라 폴리,"미쉘 윌리엄스,세스 로건,루크 커비"
1017,올레,2016-08-25,522938900,0,522938900,66883,66883,338,5126,한국,한국,(주)어바웃필름,"(주)대명문화공장,(주)리틀빅픽쳐스",15세이상관람가,"드라마,코미디",채두병,"신하균,박희순,오만석,유다인,이형섭,변준석,양희선,장성범"
1018,라스트 스탠드,2013-02-21,492763000,0,492763000,66790,66790,300,7704,미국,"미국,영국",디 보나벤츄라 픽쳐스,씨제이이앤엠(주),청소년관람불가,액션,김지운,"아놀드 슈왈제네거,포레스트 휘테커,조니 녹스빌,로드리고 산토로,제이미 알렉산더,루이스 구즈만,에두아르도 노리에가,피터 스토메어,다니엘 헤니"
1019,더 바디,2014-05-22,501242100,0,501242100,66733,66733,161,2905,스페인,스페인,,(주)싸이더스,15세이상관람가,스릴러,오리올 파울로,"벨렌 루에다,오라 가리도,호세 코로나도,휴고 실바"
1020,리틀메딕: 몸속탐험대,2016-11-24,515053700,0,515053700,66562,66562,291,2442,독일,독일,,(주)팝엔터테인먼트,전체관람가,"애니메이션,가족",피터 클라릿지,
1021,데몰리션,2016-07-13,545296821,0,545296821,66549,66549,198,3674,미국,미국,,(주)리틀빅픽쳐스,청소년관람불가,드라마,장 마크 발레,"제이크 질렌할,나오미 왓츠,유다 르위스,크리스 쿠퍼"
1022,번개맨,2016-02-11,500810000,0,500810000,66526,66526,393,4469,한국,한국,"(주)드림써치C&C,한국교육방송공사 EBS",씨네그루(주)키다리이엔티,전체관람가,"판타지,가족",조근현,"정현진,루나"
1023,로우리스: 나쁜 영웅들,2012-10-18,468141666,0,468141666,66468,66468,275,7627,미국,미국,,씨너스엔터테인먼트(주),청소년관람불가,"액션,범죄",존 힐코트,"샤이아 라보프,톰 하디,게리 올드만,가이 피어스,제이슨 클락,제시카 차스테인,미아 와시코브스카,데인 드한"
1024,레터스 투 갓,2016-02-25,314559900,0,432604300,48651,66250,111,1479,미국,미국,,(주)모멘텀엔터테인먼트,전체관람가,"가족,드라마",데이빗 닉슨,"태너 맥과이어,제프리 존슨"
1025,다크 플레이스,2015-07-15,530282654,0,530282654,66075,66075,268,4160,미국,"미국,영국,프랑스",,"(주)스톰픽쳐스코리아,주식회사 우리네트웍스",청소년관람불가,"드라마,미스터리,스릴러",질스 파겟-브레너,"샤를리즈 테론,니콜라스 홀트,클로이 모레츠"
1026,정글번치 : 빙산으로의 귀환,2013-10-02,408842805,0,408842805,65998,65998,224,2431,프랑스,프랑스,,(주)팝엔터테인먼트,전체관람가,애니메이션,"다비드 알로,에릭 토스티",
1027,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,2017-11-09,501257700,0,501257700,65895,65895,370,3536,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,액션,타케모토 노보루,
1028,더 크리스마스,2017-12-21,486356000,0,486356000,65460,65460,158,1648,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,"애니메이션,어드벤처",티모시 렉카트,"스티븐 연,지나 로드리게즈,재커리 레비,오프라 윈프리"
1029,레오나르도 다 빈치,2018-04-26,511192200,0,511192200,64655,64655,207,2632,이탈리아,이탈리아,,(주)스마일이엔티,전체관람가,애니메이션,세르지오 맨피오,"김명준,사문영,이경태,민아,석승훈,이호산,한신"
1030,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,504023800,0,504023800,64642,64642,406,3813,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,액션,나카자와 쇼지로,"김혜성,안용욱,이경태,류점희,이새아,김현욱,심규혁,이인석,강시현,홍진욱,김서영,서원석,유강진,박요한,안장혁,이인성,곽규미,한상덕,황창영,김민주,이기성"
1031,패터슨,2017-12-21,533060900,0,533060900,64623,64623,62,2882,프랑스,"프랑스,독일,미국",,그린나래미디어(주),12세이상관람가,드라마,짐 자무쉬,"아담 드라이버,골시프테 파라하니"
1032,보루토 - 나루토 더 무비,2015-12-10,477965900,0,477965900,64267,64267,219,2689,일본,일본,,와이드 릴리즈(주),12세이상관람가,애니메이션,야마시타 히로유키,"산페이 유코,키쿠치 코코로,타케우치 준코,스기야마 노리아키,키지마 류이치,아베 아츠시,Kensho Ono,하야미 사오리"
1033,히트맨: 에이전트 47,2015-09-03,502308500,0,502308500,64157,64157,272,4501,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,범죄,스릴러",알렉산더 바흐,"루퍼트 프렌드,재커리 퀸토,한나 웨어"
1034,기생수 파트2,2015-05-07,514500959,0,514500959,63560,63560,260,5118,일본,일본,,판씨네마(주),청소년관람불가,"SF,스릴러",야마자키 타카시,"소메타니 쇼타,아베 사다오,후카츠 에리,하시모토 아이"
1035,경주,2014-06-12,473561500,0,473561500,63520,63520,318,5735,한국,한국,"(주)인벤트스톤,(주)률필름",(주)인벤트스톤,15세이상관람가,"드라마,코미디,멜로/로맨스",장률,"박해일,신민아,김태훈,신소율,이춘연,이학민,박재웅,박재희,박진홍,임상묵,임진욱,신민아,양희망,오류미,오세현,유병옥,윤상일,조현정,고유희,윤진서,이관훈,이기연,최근우,권병수,홍성은,홍수영,이은우,이준동,김솔,김여정,김정우,김주현,김주현,김초혜,김태희,나경찬,김수안,최배영,김학선"
1036,극장판 쿠로코의 농구 라스트 게임,2017-04-27,471006000,0,471006000,63311,63311,96,3083,일본,일본,,(주)박수엔터테인먼트,12세이상관람가,애니메이션,타다 슌스케,오노 켄쇼
1037,뷰티풀 투모로우,2017-10-26,552273700,0,552273700,63279,63279,47,1390,한국,한국,(주)글러브엔터테인먼트,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,드라마,장재혁,"박효신,정재일,에드가 킨테로"
1038,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,441475500,0,441475500,62454,62454,135,2823,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,가족,판타지,뮤지컬",제이미 미첼,"김미랑,서지연,사문영,김명준,송준석,박희은,김준,아리엘 윈터,다시 로즈 번즈,메건 힐티,앤드류 라넬스,프레드 타타시오르,레이첼 맥팔레인,콜린 살몬"
1039,위아영,2015-05-14,495668860,0,495668860,62069,62069,235,4954,미국,미국,,"(주)브리즈픽처스,(주)영화사오원",15세이상관람가,"코미디,드라마",노아 바움백,"벤 스틸러,나오미 왓츠,아만다 사이프리드,아담 드라이버"
1040,트럼보,2016-04-07,484383100,0,487002100,61656,61964,310,5056,미국,미국,,"그린나래미디어(주),(주)프레인글로벌",15세이상관람가,드라마,제이 로치,"브라이언 크랜스톤,다이안 레인,헬렌 미렌,엘르 패닝,루이스 C.K.,존 굿맨"
1041,아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,434914800,0,434914800,61550,61550,267,2071,프랑스,프랑스,,(주)라이크 콘텐츠,전체관람가,애니메이션,뤽 베송,"프레디 하이모어,미아 패로우,페니 밸포어"
1042,에반게리온: Q,2013-04-25,435800211,0,435800211,61423,61423,59,2778,일본,일본,,"㈜T-JOY,씨너스엔터테인먼트(주)",15세이상관람가,애니메이션,안노 히데아키,"오가타 메구미,하야시바라 메구미,미야무라 유코"
1043,주온: 더 파이널,2015-10-01,462659400,0,462659400,61130,61130,318,4882,일본,일본,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),오치아이 마사유키,"타이라 아이리,키리야마 렌,사사키 노조미"
1044,파더 앤 도터,2015-12-10,465781100,0,465781100,61046,61046,352,5523,미국,"미국,이탈리아",,(주)박수엔터테인먼트,15세이상관람가,드라마,가브리엘 무치노,"아만다 사이프리드,러셀 크로우,아론 폴"
1045,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,405330500,0,405330500,60980,60980,145,2647,영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처",다라 오코넬,"하성용,정재헌,엄상현,윤승희,김정은,김율"
1046,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2016-02-25,182344000,0,361614000,30716,60979,142,1222,영국,영국,,와이드 릴리즈(주),전체관람가,애니메이션,다라 오코넬,"하성용,정재헌,엄상현,윤승희,김정은"
1047,번개맨과 신비의 섬,2018-04-05,486548700,0,486548700,60561,60561,191,2560,한국,한국,"힘컨텐츠(주),한국교육방송공사 EBS","힘컨텐츠(주),(주)디스테이션",전체관람가,"가족,뮤지컬",김지열,"서홍석,유수호,최오식,이상철,김수미"
1048,휴고,2012-02-29,633699000,0,637946000,60153,60561,85,2323,미국,미국,,씨제이이앤엠(주),전체관람가,가족,마틴 스콜세지,"아사 버터필드,클로이 모레츠"
1049,산타의 매직 크리스탈,2013-11-28,366202000,0,366202000,60485,60485,192,1916,벨기에,"벨기에,핀란드",,(주)팝엔터테인먼트,전체관람가,"애니메이션,어드벤처,코미디",앙티 하이칼라,
1050,두 남자,2016-11-30,459566121,0,459566121,60365,60365,397,7199,한국,한국,(주)엠씨엠씨,씨네그루(주)키다리이엔티,청소년관람불가,"범죄,액션",이성태,"마동석,최민호,김기현,김형주,양희정,이유진,박호산,박성일"
1051,님포매니악 볼륨1,2014-06-18,479491383,0,479491383,60311,60311,237,5516,덴마크,"덴마크,독일,프랑스,벨기에,영국",,CGV아트하우스,청소년관람불가,드라마,라스 폰 트리에,"샤를로뜨 갱스부르,스텔란 스카스가드,스테이시 마틴,샤이아 라보프,크리스찬 슬레이터,제이미 벨,우마 서먼,윌렘 데포,미아 고스,소피 케네디 클락,코니 닐슨"
1052,더 퍼지 : 거리의 반란,2014-08-27,455583000,0,455583000,59881,59881,204,3512,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"공포(호러),스릴러",제임스 드모나코,"프랭크 그릴로,자크 길포드,키엘 산체스"
1053,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,405278000,0,405278000,59611,59611,183,1952,일본,일본,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,액션,가네다 오사무,"이노우에 마사히로,오자와 료타"
1054,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,457902700,0,457902700,59375,59375,207,2054,일본,일본,,"(주)이수C&E,(주)에이원엔터테인먼트",전체관람가,애니메이션,고로 사쿠라,
1055,다이애나,2014-03-06,404499100,0,417930100,57449,59243,279,5360,영국,"영국,프랑스,스웨덴,벨기에",,(주)영화사 빅,15세이상관람가,"드라마,멜로/로맨스",올리버 히르비겔,"나오미 왓츠,나빈 앤드류스,더글라스 홋지,줄리엣 스티븐슨,마이클 바인,카스 앤바"
1056,소공녀,2018-03-22,468839200,0,472209700,58578,59068,284,5738,한국,한국,"광화문시네마,(주)모토",CGV아트하우스,15세이상관람가,"멜로/로맨스,드라마",전고운,"이솜,안재홍"
