개봉일람 검색,,,,,,,,,,,,,,,,,
검색조건:[조회기간:2011년~2018년 대표국적:전체 영화구분:전체 영화유형:개봉영화],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
"1,921 ",어느 예술가의 마지막 일주일,"마르잔 사트라피,뱅상 파로노",,(주)키노아이디엠씨,프리비젼엔터테인먼트,2013-06-20,개봉영화,장편,프랑스,18 ,93001000,"13,267 ",54354500,"7,218 ",드라마,15세이상관람가,다양성영화
"1,922 ",봄,조근현,(주)스튜디오후크,,필라멘트픽쳐스,2014-11-20,개봉영화,장편,한국,112 ,98566100,"13,234 ",53449000,"6,980 ",드라마,청소년관람불가,다양성영화
"1,923 ",유니콘 원정대: 비밀의 다이어리,카말 반살,,그린나래미디어(주),(주)팝엔터테인먼트,2018-06-21,개봉영화,장편,인도,235 ,102844200,"13,214 ",15836400,"1,930 ",애니메이션,전체관람가,다양성영화
"1,924 ",런치박스,리테쉬 바트라,,(주)피터팬픽쳐스,(주)팝엔터테인먼트,2014-04-10,개봉영화,장편,인도,40 ,99580000,"13,213 ",58665300,"7,554 ",멜로/로맨스,12세이상관람가,다양성영화
"1,925 ",올 이즈 로스트,J.C 챈더,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-11-07,개봉영화,장편,미국,33 ,97529000,"13,196 ",70416500,"9,340 ",드라마,12세이상관람가,다양성영화
"1,926 ",파닥파닥,이대희,(주)이대희 애니메이션스튜디오,,"씨제이이앤엠(주),㈜인디스토리",2012-07-25,개봉영화,장편,한국,51 ,87647900,"13,194 ",44068900,"6,513 ",애니메이션,12세이상관람가,다양성영화
"1,927 ","귀향, 끝나지 않은 이야기",조정래,주식회사 제이오엔터테인먼트코리아,,커넥트픽쳐스(주),2017-09-14,개봉영화,장편,한국,207 ,95769200,"13,193 ",31504500,"4,236 ",드라마,15세이상관람가,다양성영화
"1,928 ",돌아온다,허철,(주)꿈길제작소,,(주)더블앤조이픽쳐스,2017-12-07,개봉영화,장편,한국,58 ,82977300,"13,130 ",68832500,"10,886 ",드라마,12세이상관람가,다양성영화
"1,929 ",블랙버드,지나 프린스-바이스우드,,(주)수키픽쳐스,(주)영화사 빅,2015-01-28,개봉영화,장편,미국,135 ,97711400,"13,130 ",46203800,"6,112 ",드라마,15세이상관람가,다양성영화
"1,930 ",48미터,민백두,한엔터테인먼트,,씨제이이앤엠(주),2013-07-04,개봉영화,장편,한국,35 ,101214000,"13,118 ",46252500,"5,855 ",드라마,15세이상관람가,다양성영화
"1,931 ",퍼스널 쇼퍼,올리비에 아사야스,,찬란,아이 엠,2017-02-09,개봉영화,장편,프랑스,79 ,105300600,"13,113 ",72294800,"8,730 ",드라마,15세이상관람가,다양성영화
"1,932 ",내가 사는 피부,페드로 알모도바르,,(주)스폰지이엔티,(주)영화사 조제,2011-12-29,개봉영화,장편,스페인,16 ,103927500,"13,090 ",86719000,"10,683 ",드라마,청소년관람불가,다양성영화
"1,933 ",더 레이디,뤽 베송,,씨제이이앤엠(주),씨제이이앤엠(주),2012-09-06,개봉영화,장편,프랑스,97 ,96024000,"13,051 ",55472500,"7,199 ",드라마,15세이상관람가,상업영화
"1,934 ",런던 프라이드,매튜 워처스,,(주)영화사 진진,(주)영화사 진진,2017-04-27,개봉영화,장편,영국,37 ,100072200,"13,035 ",70174300,"8,768 ",코미디,15세이상관람가,다양성영화
"1,935 ",온리 유,장하오,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-10-15,개봉영화,장편,중국,111 ,96822200,"12,990 ",50934700,"6,712 ",멜로/로맨스,15세이상관람가,다양성영화
"1,936 ",사랑은 타이핑 중!,레지스 르왕사르,,판씨네마(주),판씨네마(주),2013-05-22,개봉영화,장편,프랑스,114 ,87617561,"12,983 ",48112061,"7,011 ",멜로/로맨스,15세이상관람가,다양성영화
"1,937 ","안녕, 전우치! 도술로봇대결전",김대창,"(주)얼리버드픽쳐스,(주)쏘울 크리에이티브",,(주)리틀빅픽쳐스,2015-10-08,개봉영화,장편,한국,173 ,91427600,"12,943 ",20323600,"2,672 ",애니메이션,전체관람가,다양성영화
"1,938 ",용순,신준,(주)아토,,롯데쇼핑㈜롯데엔터테인먼트,2017-06-08,개봉영화,장편,한국,126 ,95447200,"12,901 ",51672500,"6,816 ",드라마,15세이상관람가,다양성영화
"1,939 ",아바타 정글의 비밀,슈커,,주식회사 풍경소리,(주)팝엔터테인먼트,2014-03-27,개봉영화,장편,중국,162 ,86145900,"12,876 ",15537400,"2,200 ",애니메이션,전체관람가,상업영화
"1,940 ",원스 어게인,"카를로 미라벨라 데이비스,크리스 답킨스,닉 어거스트 페르나",,(주)영화사 진진,(주)영화사 진진,2012-01-12,개봉영화,장편,미국,28 ,99349300,"12,866 ",72633300,"9,046 ",드라마,12세이상관람가,다양성영화
"1,941 ",할리데이,"맥스 기와,다니아 파스퀴니",,(주)포커스엔터테인먼트,(주)영화사 빅,2014-10-16,개봉영화,장편,영국,147 ,94888000,"12,859 ",50508500,"6,630 ",뮤지컬,15세이상관람가,다양성영화
"1,942 ",새 구두를 사야해,키타가와 에리코,,(주)영화사 진진,(주)영화사 진진,2013-04-25,개봉영화,장편,일본,25 ,92332000,"12,845 ",67185500,"9,052 ",멜로/로맨스,12세이상관람가,다양성영화
"1,943 ",극장판 프리! - 테이크 유어 마크 -,카와나미 에이사쿠,,(주)엔케이컨텐츠,(주)디스테이션,2018-04-12,개봉영화,장편,일본,66 ,87081500,"12,842 ",50649500,"7,942 ",애니메이션,전체관람가,다양성영화
"1,944 ",세이빙 미스터 뱅크스,존 리 행콕,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-03,개봉영화,장편,미국,56 ,100274300,"12,831 ",50048800,"6,236 ",코미디,12세이상관람가,상업영화
"1,945 ",킥 애스 2 : 겁없는 녀석들,제프 와드로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-10-17,개봉영화,장편,미국,152 ,92028000,"12,827 ",45288500,"6,085 ",액션,청소년관람불가,상업영화
"1,946 ",내 슬픈 창녀들의 추억,헨닝 칼슨,,CGV아트하우스,CGV아트하우스,2012-07-19,개봉영화,장편,멕시코,15 ,77072500,"12,806 ",59410500,"10,303 ",드라마,청소년관람불가,다양성영화
"1,947 ",트윈스터즈,"사만다 푸터먼,라이언 미야모토",,(주)엣나인필름,CGV아트하우스,2016-03-03,개봉영화,장편,미국,126 ,102163500,"12,804 ",57406300,"7,005 ",다큐멘터리,12세이상관람가,다양성영화
"1,948 ",아유레디?,허원,더패스오브라이프 ,,(주)나이너스엔터테인먼트,2013-09-26,개봉영화,장편,한국,21 ,87050500,"12,767 ",49108000,"6,947 ",다큐멘터리,12세이상관람가,다양성영화
"1,949 ",콰르텟,더스틴 호프만,,㈜영화사 백두대간,㈜영화사 백두대간,2013-03-28,개봉영화,장편,영국,37 ,90236000,"12,717 ",64225000,"8,613 ",코미디,12세이상관람가,다양성영화
"1,950 ",사다코 2,하나부사 츠토무,,(주)도키엔터테인먼트,(주)미디어데이,2014-03-13,개봉영화,장편,일본,100 ,92668200,"12,696 ",21654300,"2,919 ",공포(호러),15세이상관람가,상업영화
"1,951 ",서유기 리턴즈,신동엽,(주)서울무비웍스,,(주)영화사 조제,2011-02-17,개봉영화,장편,한국,59 ,80194000,"12,696 ",13435000,"2,044 ",코미디,전체관람가,상업영화
"1,952 ",시선,이장호,"크로스픽쳐스(주),드림타워 ",,(주)나이너스엔터테인먼트,2014-04-16,개봉영화,장편,한국,112 ,90171000,"12,694 ",36737200,"5,149 ",드라마,12세이상관람가,다양성영화
"1,953 ",럼 다이어리,브루스 로빈슨,,(주)드림웨스트픽쳐스,(주)마인스 엔터테인먼트,2012-09-20,개봉영화,장편,미국,126 ,91844000,"12,685 ",45236000,"6,058 ",코미디,청소년관람불가,상업영화
"1,954 ",극장판 토리코 : 미식신의 스페셜메뉴,자코 아키후미,,중앙애니메이션,(주)미디어데이,2013-11-28,개봉영화,장편,일본,38 ,83206000,"12,635 ",19963500,"2,922 ",애니메이션,전체관람가,상업영화
"1,955 ",브로큰 시티,알렌 휴즈,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-04-04,개봉영화,장편,미국,80 ,90551000,"12,557 ",38153000,"5,216 ",범죄,15세이상관람가,상업영화
"1,956 ",시인의 사랑,김양희,"(주)영화사진,(주)미인픽쳐스",,CGV아트하우스,2017-09-14,개봉영화,장편,한국,119 ,97464900,"12,547 ",59196400,"7,243 ",드라마,15세이상관람가,다양성영화
"1,957 ",코스모폴리스,데이빗 크로넨버그,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2013-06-27,개봉영화,장편,캐나다,28 ,94707700,"12,545 ",60800200,"7,522 ",드라마,청소년관람불가,다양성영화
"1,958 ",호두까기 인형: 장난감 왕국 대모험,에두와르도 슐츠,,THE 픽쳐스,THE 픽쳐스,2016-12-15,개봉영화,장편,페루,96 ,87481400,"12,542 ",21877600,"2,556 ",애니메이션,전체관람가,다양성영화
"1,959 ",플레이,남다정,"시네마달,(주)잉크스팟",,(주)영화사 진진,2011-06-23,개봉영화,장편,한국,33 ,90815000,"12,536 ",65130000,"8,656 ",드라마,전체관람가,다양성영화
"1,960 ",엔딩노트,마미 스나다,,(주)영화사 진진,(주)영화사 진진,2012-11-29,개봉영화,장편,일본,13 ,87708500,"12,491 ",67874000,"9,194 ",드라마,전체관람가,다양성영화
"1,961 ",미스터 라잇,파코 카베자스,,(주)누리픽쳐스,(주)누리픽쳐스,2016-06-16,개봉영화,장편,미국,92 ,92430800,"12,465 ",26196500,"3,338 ",액션,청소년관람불가,상업영화
"1,962 ",코파카바나,마르끄 피투시,,(주)티캐스트,(주)티캐스트,2011-05-26,개봉영화,장편,프랑스,7 ,98381000,"12,462 ",89059000,"11,058 ",드라마,15세이상관람가,다양성영화
"1,963 ",샤넬과 스트라빈스키,얀 쿠넹,,(주)유니코리아문예투자,(주)씨타마운틴픽쳐스,2011-08-25,개봉영화,장편,프랑스,20 ,96159500,"12,439 ",77300000,"9,787 ",드라마,청소년관람불가,다양성영화
"1,964 ",소나기,안재훈,"(주)연필로명상하기,한국교육방송공사 EBS",,(주)리틀빅픽쳐스,2017-08-31,개봉영화,장편,한국,151 ,79482808,"12,425 ",21701600,"3,182 ",애니메이션,전체관람가,다양성영화
"1,965 ",업 포 러브,로랑 티라르,,(주)엣나인필름,(주)엣나인필름,2016-12-21,개봉영화,장편,프랑스,64 ,97231300,"12,377 ",66438200,"8,098 ",멜로/로맨스,15세이상관람가,다양성영화
"1,966 ",트루맛쇼,김재환,(주)비투이,,(주)더 피플,2011-06-02,개봉영화,장편,한국,11 ,93784000,"12,311 ",67972500,"8,428 ",다큐멘터리,12세이상관람가,다양성영화
"1,967 ",밤의 이야기,미셸 오슬로,,데이지엔터테인먼트,데이지엔터테인먼트,2012-11-29,개봉영화,장편,프랑스,21 ,92276000,"12,249 ",70957000,"9,243 ",애니메이션,전체관람가,다양성영화
"1,968 ",어우동: 주인 없는 꽃,이수성,"(유)조이앤컨텐츠그룹,㈜리필름",,(주)드림팩트엔터테인먼트,2015-01-29,개봉영화,장편,한국,18 ,60141000,"12,203 ",18432000,"3,018 ",멜로/로맨스,청소년관람불가,상업영화
"1,969 ",도성풍운 3,왕정,,(주)라인앤지인,(주)드림팩트엔터테인먼트,2016-11-30,개봉영화,장편,홍콩,51 ,67033500,"12,135 ",20172000,"3,541 ",코미디,15세이상관람가,다양성영화
"1,970 ",타투,이서,"(주)다세포클럽,(주)코리아스토리 ",,와이드 릴리즈(주),2015-12-10,개봉영화,장편,한국,133 ,99263100,"12,103 ",31315000,"3,727 ",스릴러,청소년관람불가,상업영화
"1,971 ",르누아르,질 부르도스,,(주)피터팬픽쳐스,프리비젼엔터테인먼트,2014-02-13,개봉영화,장편,프랑스,22 ,87654900,"12,056 ",71332900,"9,511 ",드라마,청소년관람불가,다양성영화
"1,972 ",토마스와 친구들: 블루마운틴 미스터리,그렉 티어넌,,그린나래미디어(주),(주)팝엔터테인먼트,2013-10-17,개봉영화,장편,영국,49 ,80186500,"12,054 ",34987000,"4,765 ",애니메이션,전체관람가,상업영화
"1,973 ",사라의 열쇠,질스 파겟-브레너,,(주)미디어데이,(주)미디어데이,2011-08-11,개봉영화,장편,프랑스,13 ,91385400,"12,049 ",69635400,"8,835 ",드라마,12세이상관람가,다양성영화
"1,974 ",쿵푸 요가,당계례,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),2017-03-29,개봉영화,장편,중국,108 ,91563500,"12,048 ",34534000,"4,403 ",액션,12세이상관람가,다양성영화
"1,975 ",고양이 춤,윤기형,고양이구름 필름,,㈜인디스토리,2011-11-17,개봉영화,장편,한국,24 ,89895300,"12,033 ",56694800,"7,373 ",다큐멘터리,전체관람가,다양성영화
"1,976 ",스코어: 영화음악의 모든 것,맷 슈레이더,,"(주)라이크 콘텐츠,영화사청춘 주식회사",(주)라이크 콘텐츠,2017-10-19,개봉영화,장편,미국,34 ,95563500,"12,032 ",77972400,"9,559 ",다큐멘터리,전체관람가,다양성영화
"1,977 ",디태치먼트,토니 케이,,(주)수키픽쳐스,(주)프레인글로벌,2014-05-08,개봉영화,장편,미국,41 ,91678900,"12,031 ",55176400,"6,993 ",드라마,청소년관람불가,다양성영화
"1,978 ",랜드 오브 마인,마틴 잔드블리엣,,(주)싸이더스,"(주)싸이더스,아이 엠",2017-04-06,개봉영화,장편,덴마크,97 ,89516900,"12,026 ",38545500,"4,900 ",드라마,15세이상관람가,다양성영화
"1,979 ",오 마이 파파,박혁지,(주)하이하버픽쳐스,,(주)모멘텀엔터테인먼트,2016-11-10,개봉영화,장편,한국,36 ,85137600,"11,999 ",31087300,"4,190 ",다큐멘터리,전체관람가,다양성영화
"1,980 ",세션 : 이 남자가 사랑하는 법   ,벤 루윈,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-01-17,개봉영화,장편,미국,15 ,94415500,"11,974 ",82272500,"10,388 ",드라마,청소년관람불가,다양성영화
"1,981 ",내가 고백을 하면,조성규,"(주)영화사 조제,(주)스폰지이엔티",,(주)마인스 엔터테인먼트,2012-11-15,개봉영화,장편,한국,37 ,91430000,"11,969 ",65202000,"8,384 ",멜로/로맨스,15세이상관람가,다양성영화
"1,982 ",래빗 홀,존 카메론 밋첼,,(주)누리픽쳐스,프리비젼엔터테인먼트,2011-12-22,개봉영화,장편,미국,16 ,93087400,"11,939 ",72374400,"8,976 ",드라마,15세이상관람가,다양성영화
"1,983 ",내 친구 정일우,김동원,푸른영상,,(주)시네마달,2017-10-26,개봉영화,장편,한국,80 ,75659600,"11,887 ",35312300,"4,823 ",다큐멘터리,전체관람가,다양성영화
"1,984 ",씨민과 나데르의 별거,아쉬가르 파르하디,,(주)영화사 진진,(주)영화사 진진,2011-10-13,개봉영화,장편,이란,17 ,89295500,"11,879 ",77775500,"9,956 ",드라마,12세이상관람가,다양성영화
"1,985 ",페어리테일: 봉황의 무녀,후지모리 마사야,,(주)머스트씨무비,(주)나이너스엔터테인먼트,2013-02-28,개봉영화,장편,일본,50 ,79291500,"11,830 ",19749500,"2,825 ",애니메이션,전체관람가,상업영화
"1,986 ",윈터스 본,데브라 그래닉,,씨제이엔터테인먼트,"씨제이엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)",2011-01-20,개봉영화,장편,미국,11 ,93445200,"11,823 ",58296200,"7,232 ",스릴러,청소년관람불가,다양성영화
"1,987 ",시스터 ,우슬라 마이어,,그린나래미디어(주),그린나래미디어(주),2012-08-09,개봉영화,장편,프랑스,19 ,87788500,"11,808 ",64218500,"8,177 ",드라마,12세이상관람가,다양성영화
"1,988 ",피쉬와 칩스 극장판,댄 크레치,,(주)토러스엔터테인먼트,"(주)마인스 엔터테인먼트,(유)영화사 화수분",2014-03-06,개봉영화,장편,호주,158 ,80252400,"11,802 ",19836500,"2,698 ",애니메이션,전체관람가,다양성영화
"1,989 ",현기증,이돈구,(주)한이야기,,메가박스중앙(주)플러스엠,2014-11-06,개봉영화,장편,한국,71 ,79449300,"11,785 ",29815300,"4,273 ",가족,청소년관람불가,다양성영화
"1,990 ",결혼하지 않아도 괜찮을까,미노리카와 오사무,,골든타이드픽처스(주),프리비젼엔터테인먼트,2015-04-09,개봉영화,장편,일본,27 ,96425500,"11,782 ",76693100,"9,264 ",드라마,12세이상관람가,다양성영화
"1,991 ",겁쟁이 페달: 더 무비,나가누마 노리히로,,(주)미디어캐슬,(주)미디어캐슬,2016-01-14,개봉영화,장편,일본,52 ,83591192,"11,777 ",42151324,"5,933 ",애니메이션,전체관람가,다양성영화
"1,992 ",돈 존,조셉 고든 레빗,,(주)누리픽쳐스,(주)미디어데이,2014-01-09,개봉영화,장편,미국,49 ,94451000,"11,774 ",55456000,"6,807 ",코미디,청소년관람불가,다양성영화
"1,993 ",케이크메이커,오피르 라울 그라이저,,알토미디어(주),알토미디어(주),2018-05-24,개봉영화,장편,독일,66 ,96159900,"11,752 ",62095600,"7,088 ",드라마,15세이상관람가,다양성영화
"1,994 ",차가운 장미,필립 클로델,,(주)티캐스트콘텐츠허브,(주)티캐스트콘텐츠허브,2014-05-29,개봉영화,장편,프랑스,22 ,90167000,"11,743 ",74234500,"9,362 ",드라마,15세이상관람가,다양성영화
